Depcom	affichage	atteinte cible	Rep_hab graph	Rep_hab	Reste (num)	Nom Com Dep	Nom Commune	Latitude	Longitude	cible	nb rep 2019 cyclistes	Number of Records	Population	Unité affichage
67018	3.081664099	0.04	3.081664099	3.081664099	48	Balbronn-67	Balbronn	48.582538698	7.404085003	50	2	2	649	réponses par habitant
67016	0.2	0.02	0.2	1.375515818	49	Avolsheim-67	Avolsheim	48.560588359	7.494165341	50	1	1	727	réponses par habitant
67010	0.2	0.02	0.2	0.573394495	49	Andlau-67	Andlau	48.390700387	7.384881029	50	1	1	1744	réponses par habitant
67008	0.2	0.02	0.2	0.785545954	49	Altorf-67	Altorf	48.524723907	7.538982263	50	1	1	1273	réponses par habitant
67006	0.2	0.02	0.2	4.761904762	49	Altenheim-67	Altenheim	48.720066342	7.462409898	50	1	1	210	réponses par habitant
67004	1.320132013	0.04	1.320132013	1.320132013	48	Sommerau-67	Sommerau	48.653618597	7.366913707	50	2	2	1515	réponses par habitant
67001	0.960614793	0.04	0.960614793	0.960614793	48	Achenheim-67	Achenheim	48.58046231	7.625406053	50	2	2	2082	réponses par habitant
66226	0.2	0.02	0.2	0.733137830	49	Villemolaque-66	Villemolaque	42.593133943	2.847769709	50	1	1	1364	réponses par habitant
66222	0.2	0.02	0.2	0.735835173	50	Vernet-les-Bains-66	Vernet-les-Bains	42.538525281	2.415795133	50	0	1	1359	réponses par habitant
66213	0.297088532	0.029708853	0.297088532	0.297088532	48	Toulouges-66	Toulouges	42.669613169	2.824068548	67.32	2	2	6732	réponses par habitant
66210	0.264865581	0.026486558	0.264865581	0.264865581	48	Thuir-66	Thuir	42.643419554	2.758972440	75.51	2	2	7551	réponses par habitant
66208	0.994530085	0.04	0.994530085	0.994530085	48	Théza-66	Théza	42.640108033	2.945642751	50	2	2	2011	réponses par habitant
66195	0.2	0.013044613	0.2	0.130446126	49	Le Soler-66	Le Soler	42.677685317	2.795653591	76.66	1	1	7666	réponses par habitant
66190	0.2	0.02	0.2	0.285388128	49	Salses-le-Château-66	Salses-le-Château	42.837198553	2.915935803	50	1	1	3504	réponses par habitant
66182	0.2	0.02	0.2	0.210703751	49	Sainte-Marie-la-Mer-66	Sainte-Marie-la-Mer	42.726250143	3.017081634	50	1	1	4746	réponses par habitant
66180	0.194024059	0.019402406	0.194024059	0.194024059	48	Saint-Laurent-de-la-Salanque-66	Saint-Laurent-de-la-Salanque	42.793565033	3.002078796	103.08	2	2	10308	réponses par habitant
66178	0.2	0.02	0.2	0.457247371	49	Saint-Jean-Pla-de-Corts-66	Saint-Jean-Pla-de-Corts	42.515467363	2.794286568	50	1	1	2187	réponses par habitant
66172	0.422261633	0.042226163	0.422261633	0.422261633	45	Saint-Estève-66	Saint-Estève	42.715112222	2.846119142	118.41	5	5	11841	réponses par habitant
66171	0.188111362	0.018811136	0.188111362	0.188111362	48	Saint-Cyprien-66	Saint-Cyprien	42.622028029	3.016220143	106.32	2	2	10632	réponses par habitant
66164	0.462588181	0.046258818	0.462588181	0.462588181	46	Rivesaltes-66	Rivesaltes	42.778591044	2.876872965	86.47	4	4	8647	réponses par habitant
66161	0.2	0.02	0.2	0.757575758	49	Ria-Sirach-66	Ria-Sirach	42.612876030	2.389208466	50	1	1	1320	réponses par habitant
66149	2.925402243	0.292540224	2.925402243	2.925402243	33	Prades-66	Prades	42.614502200	2.430748491	61.53	17	18	6153	réponses par habitant
66148	0.2	0.02	0.2	0.238834488	49	Port-Vendres-66	Port-Vendres	42.502581783	3.104558912	50	1	1	4187	réponses par habitant
66144	0.2	0.02	0.2	0.207684320	49	Pollestres-66	Pollestres	42.637482775	2.872863153	50	1	1	4815	réponses par habitant
66140	0.2	0.02	0.2	0.278784500	49	Pézilla-la-Rivière-66	Pézilla-la-Rivière	42.705276696	2.764205598	50	1	1	3587	réponses par habitant
66136	1.788717949	0.178871795	1.788717949	1.788717949	0	Perpignan-66	Perpignan	42.696595413	2.899369540	1218.75	203	218	121875	réponses par habitant
66124	2.060793405	0.08	2.060793405	2.060793405	47	Font-Romeu-Odeillo-Via-66	Font-Romeu-Odeillo-Via	42.513242501	2.026977001	50	3	4	1941	réponses par habitant
66104	0.2	0.02	0.2	1.054852321	49	Los Masos-66	Los Masos	42.615504726	2.460562949	50	1	1	948	réponses par habitant
66093	0.2	0.02	0.2	0.476417342	49	Laroque-des-Albères-66	Laroque-des-Albères	42.511680501	2.933030851	50	1	1	2099	réponses par habitant
66088	0.733003482	0.073300348	0.733003482	0.733003482	46	Ille-sur-Têt-66	Ille-sur-Têt	42.677422318	2.616398045	54.57	4	4	5457	réponses par habitant
66069	0.2	0.02	0.2	0.290275762	49	Espira-de-l'Agly-66	Espira-de-l'Agly	42.796474020	2.822349637	50	1	1	3445	réponses par habitant
66067	0.2	0.02	0.2	1.481481481	49	Err-66	Err	42.410185510	2.066082737	50	1	1	675	réponses par habitant
66066	0.2	0.02	0.2	1.536098310	49	Enveitg-66	Enveitg	42.496176588	1.893184192	50	1	1	651	réponses par habitant
66065	0.341685649	0.034168565	0.341685649	0.341685649	47	Elne-66	Elne	42.600859207	2.971196951	87.8	3	3	8780	réponses par habitant
66053	0.2	0.02	0.2	0.379794911	49	Collioure-66	Collioure	42.513010732	3.072541215	50	1	1	2633	réponses par habitant
66050	0.2	0.02	0.2	0.243664717	49	Claira-66	Claira	42.764198264	2.944761453	50	1	1	4104	réponses par habitant
66049	1.032657803	0.103265780	1.032657803	1.032657803	43	Céret-66	Céret	42.473962206	2.752680215	77.47	7	8	7747	réponses par habitant
66037	0.2	0.008285691	0.2	0.082856906	49	Canet-en-Roussillon-66	Canet-en-Roussillon	42.684128805	3.011617448	120.69	1	1	12069	réponses par habitant
66028	0.203645250	0.020364525	0.203645250	0.203645250	49	Cabestany-66	Cabestany	42.679039204	2.946286334	98.21	1	2	9821	réponses par habitant
66025	0.2	0.02	0.2	0.819000819	49	Bourg-Madame-66	Bourg-Madame	42.437997128	1.960908153	50	1	1	1221	réponses par habitant
66024	0.532670455	0.053267045	0.532670455	0.532670455	47	Le Boulou-66	Le Boulou	42.526358117	2.831577066	56.32	3	3	5632	réponses par habitant
66021	0.555709919	0.055570992	0.555709919	0.555709919	47	Bompas-66	Bompas	42.728693600	2.942280685	71.98	3	4	7198	réponses par habitant
66020	0.2	0.02	0.2	1.239157373	49	Bolquère-66	Bolquère	42.522119470	2.065188242	50	1	1	807	réponses par habitant
66013	0.2	0.02	0.2	8.849557522	49	Baillestavy-66	Baillestavy	42.564482707	2.522071201	50	1	1	113	réponses par habitant
66011	0.484378784	0.04	0.484378784	0.484378784	48	Bages-66	Bages	42.607385152	2.888569697	50	2	2	4129	réponses par habitant
66008	0.479202607	0.047920261	0.479202607	0.479202607	45	Argelès-sur-Mer-66	Argelès-sur-Mer	42.535219346	3.024298629	104.34	5	5	10434	réponses par habitant
66002	0.2	0.02	0.2	0.282965478	49	Alénya-66	Alénya	42.640701949	2.981454851	50	1	1	3534	réponses par habitant
65460	0.405679513	0.04	0.405679513	0.405679513	48	Vic-en-Bigorre-65	Vic-en-Bigorre	43.391070879	0.055473477	50	2	2	4930	réponses par habitant
65440	6.721563570	0.672156357	6.721563570	6.721563570	0	Tarbes-65	Tarbes	43.234785964	0.066009394	403.18	232	271	40318	réponses par habitant
65417	0.611995104	0.06	0.611995104	0.611995104	47	Séméac-65	Séméac	43.224616977	0.109046031	50	3	3	4902	réponses par habitant
65394	0.2	0.02	0.2	3.174603175	49	Saint-Paul-65	Saint-Paul	43.086001782	0.510432996	50	1	1	315	réponses par habitant
65362	0.2	0.02	0.2	0.865800866	49	Pierrefitte-Nestalas-65	Pierrefitte-Nestalas	42.962255605	-0.074947824	50	1	1	1155	réponses par habitant
65344	0.846023689	0.04	0.846023689	0.846023689	50	Ossun-65	Ossun	43.178618422	-0.042800571	50	0	2	2364	réponses par habitant
65331	0.2	0.02	0.2	0.309501702	49	Odos-65	Odos	43.194473898	0.055711226	50	1	1	3231	réponses par habitant
65315	0.2	0.02	0.2	2.288329519	50	Monléon-Magnoac-65	Monléon-Magnoac	43.236183736	0.517312862	50	0	1	437	réponses par habitant
65301	0.2	0.02	0.2	4.016064257	49	Marseillan-65	Marseillan	43.301412998	0.213052557	50	1	1	249	réponses par habitant
65286	0.952311186	0.095231119	0.952311186	0.952311186	41	Lourdes-65	Lourdes	43.107429734	-0.076806939	136.51	9	13	13651	réponses par habitant
65284	0.2	0.02	0.2	1.024590164	49	Louey-65	Louey	43.179107520	0.019602368	50	1	1	976	réponses par habitant
65258	1.534526854	0.153452685	1.534526854	1.534526854	43	Lannemezan-65	Lannemezan	43.117063337	0.393530330	58.65	7	9	5865	réponses par habitant
65251	1.581444386	0.06	1.581444386	1.581444386	47	Laloubère-65	Laloubère	43.209083189	0.076177072	50	3	3	1897	réponses par habitant
65235	0.483442108	0.04	0.483442108	0.483442108	50	Juillan-65	Juillan	43.199677324	0.022806403	50	0	2	4137	réponses par habitant
65226	0.692041522	0.04	0.692041522	0.692041522	48	Ibos-65	Ibos	43.241137900	0.000239711	50	2	2	2890	réponses par habitant
65220	0.2	0.02	0.2	4.184100418	49	Hibarette-65	Hibarette	43.165107605	0.038110715	50	1	1	239	réponses par habitant
65198	0.2	0.02	0.2	0.869565217	49	Gerde-65	Gerde	43.058637973	0.177947426	50	1	1	1150	réponses par habitant
65156	0.2	0.02	0.2	4.424778761	50	Dours-65	Dours	43.306657768	0.133314266	50	0	1	226	réponses par habitant
65150	0.2	0.02	0.2	1.937984496	50	Clarens-65	Clarens	43.153841810	0.412136264	50	0	1	516	réponses par habitant
65100	0.776548243	0.077654824	0.776548243	0.776548243	47	Bordères-sur-l'Échez-65	Bordères-sur-l'Échez	43.265484921	0.042472573	51.51	3	4	5151	réponses par habitant
65077	0.2	0.02	0.2	2.444987775	49	Beaucens-65	Beaucens	42.952114780	0.022662862	50	1	1	409	réponses par habitant
65072	0.2	0.02	0.2	0.584795322	49	Bazet-65	Bazet	43.290700089	0.075520125	50	1	1	1710	réponses par habitant
65070	0.2	0.02	0.2	1.992031873	49	Bartrès-65	Bartrès	43.133023620	-0.054658543	50	1	1	502	réponses par habitant
65062	0.2	0.02	0.2	0.289939113	49	Barbazan-Debat-65	Barbazan-Debat	43.201851966	0.129955187	50	1	1	3449	réponses par habitant
65059	8	1.107509454	8	11.075094543	0	Bagnères-de-Bigorre-65	Bagnères-de-Bigorre	42.975866886	0.132640694	74.04	72	82	7404	réponses par habitant
65047	0.256970320	0.025697032	0.256970320	0.256970320	48	Aureilhan-65	Aureilhan	43.249703050	0.103640169	77.83	2	2	7783	réponses par habitant
65025	0.680272109	0.04	0.680272109	0.680272109	48	Argelès-Gazost-65	Argelès-Gazost	43.006001672	-0.096362622	50	2	2	2940	réponses par habitant
65010	0.2	0.02	0.2	4.385964912	50	Angos-65	Angos	43.198603854	0.161492581	50	0	1	228	réponses par habitant
64547	0.585994726	0.058599473	0.585994726	0.585994726	47	Ustaritz-64	Ustaritz	43.401807303	-1.475189852	68.26	3	4	6826	réponses par habitant
64546	4.407227854	0.2	4.407227854	4.407227854	40	Urt-64	Urt	43.483078966	-1.282854052	50	10	10	2269	réponses par habitant
64545	1.200600300	0.120060030	1.200600300	1.200600300	40	Urrugne-64	Urrugne	43.349713603	-1.697228383	99.95	10	12	9995	réponses par habitant
64540	0.2	0.02	0.2	0.413223140	50	Urcuit-64	Urcuit	43.485139900	-1.350456506	50	0	1	2420	réponses par habitant
64526	1.902346227	0.06	1.902346227	1.902346227	47	Soumoulou-64	Soumoulou	43.261611349	-0.192918126	50	3	3	1577	réponses par habitant
64519	0.471253534	0.04	0.471253534	0.471253534	48	Serres-Castet-64	Serres-Castet	43.379682312	-0.366642677	50	2	2	4244	réponses par habitant
64511	0.2	0.02	0.2	0.303398058	49	Sauvagnon-64	Sauvagnon	43.393313132	-0.389091624	50	1	1	3296	réponses par habitant
64496	0.620475698	0.06	0.620475698	0.620475698	47	Saint-Pierre-d'Irube-64	Saint-Pierre-d'Irube	43.462632374	-1.442078825	50	3	3	4835	réponses par habitant
64495	0.595149531	0.059514953	0.595149531	0.595149531	46	Saint-Pée-sur-Nivelle-64	Saint-Pée-sur-Nivelle	43.356488351	-1.555346176	67.21	4	4	6721	réponses par habitant
64493	0.2	0.02	0.2	0.542888165	50	Saint-Palais-64	Saint-Palais	43.315376405	-1.037747193	50	0	1	1842	réponses par habitant
64485	0.2	0.02	0.2	0.630517024	49	Saint-Jean-Pied-de-Port-64	Saint-Jean-Pied-de-Port	43.159081227	-1.235407596	50	1	1	1586	réponses par habitant
64483	5.264281141	0.526428114	5.264281141	5.264281141	0	Saint-Jean-de-Luz-64	Saint-Jean-de-Luz	43.394788687	-1.630990216	140.57	68	74	14057	réponses par habitant
64448	1.879699248	0.06	1.879699248	1.879699248	48	Poey-de-Lescar-64	Poey-de-Lescar	43.355746448	-0.457046077	50	2	3	1596	réponses par habitant
64445	8	0.869891652	8	8.698916519	0	Pau-64	Pau	43.320018977	-0.350337918	772.51	648	672	77251	réponses par habitant
64430	0.564599605	0.056459960	0.564599605	0.564599605	45	Orthez-64	Orthez	43.494317340	-0.779874853	106.27	5	6	10627	réponses par habitant
64422	7.969604300	0.796960430	7.969604300	7.969604300	0	Oloron-Sainte-Marie-64	Oloron-Sainte-Marie	43.156087119	-0.587546244	107.91	83	86	10791	réponses par habitant
64419	0.2	0.02	0.2	0.619195046	49	Nousty-64	Nousty	43.265194925	-0.218820025	50	1	1	1615	réponses par habitant
64417	0.2	0.02	0.2	0.302388872	49	Nay-64	Nay	43.176124934	-0.263143756	50	1	1	3307	réponses par habitant
64416	1.915708812	0.04	1.915708812	1.915708812	48	Navarrenx-64	Navarrenx	43.328867335	-0.736425017	50	2	2	1044	réponses par habitant
64410	0.2	0.015415446	0.2	0.154154463	49	Mourenx-64	Mourenx	43.374022066	-0.617464224	64.87	1	1	6487	réponses par habitant
64407	0.598444045	0.059844405	0.598444045	0.598444045	48	Mouguerre-64	Mouguerre	43.457460677	-1.404766025	50.13	2	3	5013	réponses par habitant
64405	1.196458483	0.1	1.196458483	1.196458483	45	Morlaàs-64	Morlaàs	43.334584280	-0.268321408	50	5	5	4179	réponses par habitant
64400	0.2	0.02	0.2	0.894454383	50	Montaut-64	Montaut	43.132552729	-0.181058530	50	0	1	1118	réponses par habitant
64393	0.448933782	0.04	0.448933782	0.448933782	48	Monein-64	Monein	43.291176834	-0.562421409	50	2	2	4455	réponses par habitant
64373	2.168021680	0.08	2.168021680	2.168021680	46	Mazères-Lezons-64	Mazères-Lezons	43.273297283	-0.354793858	50	4	4	1845	réponses par habitant
64348	8	0.851854720	8	8.518547200	0	Lons-64	Lons	43.321211316	-0.401734391	129.13	104	110	12913	réponses par habitant
64335	2.228073729	0.222807373	2.228073729	2.228073729	31	Lescar-64	Lescar	43.340455699	-0.428066847	98.74	19	22	9874	réponses par habitant
64317	1.010101010	0.04	1.010101010	1.010101010	49	Larressore-64	Larressore	43.369504628	-1.443215573	50	1	2	1980	réponses par habitant
64284	1.975726785	0.197572679	1.975726785	1.975726785	37	Jurançon-64	Jurançon	43.269563201	-0.407001173	70.86	13	14	7086	réponses par habitant
64280	0.2	0.02	0.2	2.375296912	49	Izeste-64	Izeste	43.084298105	-0.444040032	50	1	1	421	réponses par habitant
64279	0.2	0.02	0.2	0.480307397	49	Itxassou-64	Itxassou	43.310074280	-1.405313710	50	1	1	2082	réponses par habitant
64275	0.2	0.02	0.2	1.485884101	49	Ispoure-64	Ispoure	43.183268617	-1.239949637	50	1	1	673	réponses par habitant
64269	1.888772298	0.18	1.888772298	1.888772298	41	Idron-64	Idron	43.298317895	-0.306106205	50	9	9	4765	réponses par habitant
64260	5.602747153	0.560274715	5.602747153	5.602747153	0	Hendaye-64	Hendaye	43.365637369	-1.76396662	165.99	88	93	16599	réponses par habitant
64256	0.295989344	0.029598934	0.295989344	0.295989344	48	Hasparren-64	Hasparren	43.398298236	-1.325636111	67.57	2	2	6757	réponses par habitant
64250	0.2	0.02	0.2	1.040582726	49	Guiche-64	Guiche	43.509901184	-1.207718554	50	1	1	961	réponses par habitant
64249	0.2	0.02	0.2	0.762776506	49	Guéthary-64	Guéthary	43.421628472	-1.610354859	50	1	1	1311	réponses par habitant
64246	0.2	0.02	0.2	3.134796238	49	Gomer-64	Gomer	43.247568084	-0.197277203	50	1	1	319	réponses par habitant
64245	3.225806452	0.04	3.225806452	3.225806452	48	Goès-64	Goès	43.217496238	-0.575780626	50	2	2	620	réponses par habitant
64237	2.286367534	0.16	2.286367534	2.286367534	43	Gelos-64	Gelos	43.255865370	-0.369785954	50	7	8	3499	réponses par habitant
64233	1.423487544	0.04	1.423487544	1.423487544	49	Garlin-64	Garlin	43.559958662	-0.272296458	50	1	2	1405	réponses par habitant
64230	0.542691751	0.054269175	0.542691751	0.542691751	48	Gan-64	Gan	43.208690379	-0.410215112	55.28	2	3	5528	réponses par habitant
64191	0.922509225	0.04	0.922509225	0.922509225	48	Coarraze-64	Coarraze	43.16814552	-0.209947353	50	2	2	2168	réponses par habitant
64189	8	1.032237573	8	10.322375734	0	Ciboure-64	Ciboure	43.374989249	-1.661337536	62.97	52	65	6297	réponses par habitant
64160	0.2	0.015085232	0.2	0.150852316	49	Cambo-les-Bains-64	Cambo-les-Bains	43.361739309	-1.385418175	66.29	1	1	6629	réponses par habitant
64152	0.2	0.02	0.2	0.537056928	50	Buros-64	Buros	43.346364126	-0.315857248	50	0	1	1862	réponses par habitant
64140	1.219512195	0.121951220	1.219512195	1.219512195	40	Boucau-64	Boucau	43.52540846	-1.480015414	82	10	10	8200	réponses par habitant
64138	1.751927120	0.1	1.751927120	1.751927120	45	Bordes-64	Bordes	43.243632419	-0.272861349	50	5	5	2854	réponses par habitant
64132	2.149613070	0.2	2.149613070	2.149613070	40	Bizanos-64	Bizanos	43.292458405	-0.337175743	50	10	10	4652	réponses par habitant
64130	1.638001638	0.04	1.638001638	1.638001638	49	Biriatou-64	Biriatou	43.323681107	-1.729868877	50	1	2	1221	réponses par habitant
64129	5.245294662	0.524529466	5.245294662	5.245294662	0	Billère-64	Billère	43.304525994	-0.393492580	129.64	63	68	12964	réponses par habitant
64126	2.620087336	0.06	2.620087336	2.620087336	47	Bidos-64	Bidos	43.175150794	-0.604844855	50	3	3	1145	réponses par habitant
64125	0.303168107	0.030316811	0.303168107	0.303168107	48	Bidart-64	Bidart	43.438052176	-1.580027147	65.97	2	2	6597	réponses par habitant
64122	3.470960972	0.347096097	3.470960972	3.470960972	0	Biarritz-64	Biarritz	43.469584723	-1.553098575	247.77	80	86	24777	réponses par habitant
64102	5.040621479	0.504062148	5.040621479	5.040621479	0	Bayonne-64	Bayonne	43.492225402	-1.466076744	505.89	248	255	50589	réponses par habitant
64100	0.975927131	0.06	0.975927131	0.975927131	48	Bassussarry-64	Bassussarry	43.444531242	-1.496498800	50	2	3	3074	réponses par habitant
64067	1.107419712	0.04	1.107419712	1.107419712	48	Assat-64	Assat	43.257593323	-0.288463641	50	2	2	1806	réponses par habitant
64065	1.186802753	0.1	1.186802753	1.186802753	46	Ascain-64	Ascain	43.339660102	-1.630799430	50	4	5	4213	réponses par habitant
64060	1.236858380	0.04	1.236858380	1.236858380	49	Artiguelouve-64	Artiguelouve	43.313720781	-0.473057611	50	1	2	1617	réponses par habitant
64041	0.2	0.02	0.2	1.457725948	49	Aressy-64	Aressy	43.278047552	-0.328128024	50	1	1	686	réponses par habitant
64040	3.846153846	0.08	3.846153846	3.846153846	46	Arette-64	Arette	43.039869809	-0.735693683	50	4	4	1040	réponses par habitant
64035	1.386321627	0.06	1.386321627	1.386321627	49	Arbonne-64	Arbonne	43.422119054	-1.549065164	50	1	3	2164	réponses par habitant
64024	3.491710421	0.349171042	3.491710421	3.491710421	0	Anglet-64	Anglet	43.491784659	-1.516233734	386.63	127	135	38663	réponses par habitant
64010	0.2	0.02	0.2	1.488095238	50	Aïcirits-Camou-Suhast-64	Aïcirits-Camou-Suhast	43.353656429	-1.016492481	50	0	1	672	réponses par habitant
63470	0.677353804	0.06	0.677353804	0.677353804	47	Volvic-63	Volvic	45.868192298	3.019001398	50	3	3	4429	réponses par habitant
63463	0.2	0.02	0.2	1.862197393	49	Viscomtat-63	Viscomtat	45.828681810	3.689980400	50	1	1	537	réponses par habitant
63457	0.591133005	0.059113300	0.591133005	0.591133005	47	Vic-le-Comte-63	Vic-le-Comte	45.644067368	3.240474303	50.75	3	3	5075	réponses par habitant
63455	0.573230152	0.04	0.573230152	0.573230152	48	Veyre-Monton-63	Veyre-Monton	45.673173238	3.164050795	50	2	2	3489	réponses par habitant
63430	0.341880342	0.034188034	0.341880342	0.341880342	47	Thiers-63	Thiers	45.862055411	3.539452588	117	3	4	11700	réponses par habitant
63417	1.304347826	0.06	1.304347826	1.304347826	47	Sayat-63	Sayat	45.838800502	3.034481830	50	3	3	2300	réponses par habitant
63396	0.2	0.02	0.2	0.856898029	50	Saint-Saturnin-63	Saint-Saturnin	45.66385711	3.073922447	50	0	1	1167	réponses par habitant
63381	0.2	0.02	0.2	0.592066311	49	Saint-Ours-63	Saint-Ours	45.839149560	2.915451467	50	1	1	1689	réponses par habitant
63345	0.567375887	0.04	0.567375887	0.567375887	48	Saint-Genès-Champanelle-63	Saint-Genès-Champanelle	45.722927873	2.998901454	50	2	2	3525	réponses par habitant
63335	0.2	0.02	0.2	2.347417840	49	Saint-Diéry-63	Saint-Diéry	45.540122011	3.008914978	50	1	1	426	réponses par habitant
63322	0.2	0.02	0.2	0.467071462	50	Saint-Beauzire-63	Saint-Beauzire	45.854544415	3.184257017	50	0	1	2141	réponses par habitant
63308	1.042100875	0.1	1.042100875	1.042100875	46	Royat-63	Royat	45.757843786	3.040765530	50	4	5	4798	réponses par habitant
